,artist_name,track_name,track_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
151,Katy Perry,Never Really Over,5PYQUBXc7NYeI1obMKSJK0,88,0.77,0.882,8,-4.792,1,0.0602,0.194,0.0,0.316,0.385,99.991,223523,4
152,A Boogie Wit da Hoodie,Mood Swings,2xE16muNCmhZwSOv3i1d1H,81,0.943,0.664,4,-5.952,0,0.106,0.235,5.84e-06,0.112,0.93,120.051,156893,4
153,YNW Melly,Mixed Personalities (feat. Kanye West),6vWEAOUSxohKxhp0K1BsxL,82,0.661,0.44,2,-9.104,1,0.0803,0.457,0.0,0.128,0.352,149.937,230400,4
154,Jonas Brothers,Sucker,4y3OI86AEP6PQoDE6olYhO,87,0.842,0.734,1,-5.065,0,0.0588,0.0427,0.0,0.106,0.952,137.958,181040,4
155,Noah Cyrus,July,5a6pdCHlWS2ekOOQ70QnAr,85,0.708,0.186,9,-8.953,0,0.0422,0.868,0.0,0.0779,0.321,72.541,156107,4
156,Frank Ocean,DHL,2INhKpUdzh7v0j041gZNsz,82,0.819,0.458,4,-10.223,0,0.167,0.582,0.173,0.128,0.232,122.981,268893,4
157,Taylor Swift,Cruel Summer,1BxfuPKGuaTgP7aM0Bbdwr,84,0.552,0.702,9,-5.707,1,0.157,0.117,2.06e-05,0.105,0.564,169.994,178427,4
158,Blueface,Daddy (feat. Rich The Kid),4hanO6Du5J7QEguNHYZHmw,82,0.869,0.59,11,-8.214,1,0.257,0.07,0.0,0.236,0.479,107.934,151147,4
159,Maren Morris,The Bones,3npzogdOEiVsieXmmhBepL,81,0.612,0.57,11,-6.642,0,0.0347,0.279,0.0,0.0963,0.335,77.004,197293,4
160,Ariana Grande,"break up with your girlfriend, i'm bored",4kV4N9D1iKVxx1KLvtTpjS,86,0.726,0.554,5,-5.29,0,0.0917,0.0421,0.0,0.106,0.335,169.999,190440,4
161,benny blanco,Graduation (with Juice WRLD),6cjSh516BbrNUs213jDAGm,82,0.731,0.65,0,-5.286,1,0.271,0.107,0.0,0.124,0.605,154.968,177847,4
162,Roddy Ricch,Start Wit Me (feat. Gunna),5ravc2aiNoYmu9m37diYXW,80,0.919,0.556,4,-6.049,0,0.164,0.0933,0.0,0.109,0.539,130.025,146600,4
163,Ambjaay,Uno,3AEgic4yp82NxMWUjHtxnO,81,0.978,0.477,8,-8.159,1,0.155,0.000143,0.0,0.133,0.196,110.002,109091,4
164,Doja Cat,Juicy,7qvsl2pYzrsYgPeFBN5jxp,82,0.786,0.658,0,-2.61,1,0.0661,0.0856,0.0,0.0689,0.458,170.037,202333,4
165,YoungBoy Never Broke Again,Hot Now,3eeyKNIBrt5TH4y0y3QkOu,79,0.739,0.637,4,-5.79,0,0.44,0.232,0.0,0.634,0.513,164.91,128414,4
166,Tainy,Adicto (with Anuel AA & Ozuna),3jbT1Y5MoPwEIpZndDDwVq,93,0.734,0.836,10,-4.803,0,0.0735,0.017,1.64e-05,0.179,0.623,80.002,270741,4
167,Billie Eilish,you should see me in a crown,3XF5xLJHOQQRbWya6hBp7d,85,0.678,0.533,4,-10.485,1,0.186,0.462,0.219,0.139,0.323,150.455,180953,4
168,Lunay,Soltera - Remix,1c0hsvHLELX6y8qymnpLKL,90,0.795,0.783,5,-4.271,1,0.0432,0.361,0.0,0.437,0.8,92.016,266087,4
169,Lil Nas X,Rodeo,4ak7xjvBeBOcJGWFDX9w5n,83,0.706,0.679,9,-5.614,1,0.0324,0.139,6.98e-05,0.465,0.657,140.081,158707,4
170,Post Malone,Myself,2cvOfKHOHgwQlLiuLKP2xR,82,0.476,0.701,0,-4.234,1,0.0349,0.102,0.0,0.242,0.405,163.882,158120,4
171,Jeremy Zucker,you were good to me,4CxFN5zON70B3VOPBYbd6P,83,0.561,0.0848,2,-15.099,1,0.0404,0.913,2.62e-05,0.112,0.206,102.128,219147,4
172,Katy Perry,Harleys In Hawaii,5nCthAh3jt4xKuLJAifAaR,87,0.722,0.757,10,-6.207,0,0.132,0.185,6.32e-06,0.126,0.721,140.094,185815,4
173,Billie Eilish,all the good girls go to hell,6IRdLKIyS4p7XNiP8r6rsx,86,0.726,0.444,8,-8.922,0,0.372,0.283,0.143,0.177,0.569,185.044,168840,4
174,Lil Tecca,Shots,6eSU1exzDvBEXmBRxspeh5,81,0.829,0.582,7,-5.721,0,0.0415,0.525,0.0,0.0759,0.51,108.028,109373,4
175,A$AP Rocky,Babushka Boi,643PW82aBMUa1FiWi5VQY7,82,0.897,0.743,10,-5.446,0,0.222,0.304,4.44e-05,0.137,0.905,134.979,187105,4
176,Khalid,Right Back (feat. A Boogie Wit Da Hoodie),6PYnUsNEpYC7A4BS2sjw3L,83,0.786,0.428,5,-10.011,0,0.31,0.0933,1.1e-06,0.156,0.556,97.001,255000,4
177,Russ,BEST ON EARTH (feat. BIA),2Xo3rLHjXfdb4avN68aQyi,81,0.568,0.764,5,-3.465,0,0.255,0.217,0.0,0.0931,0.625,179.985,160720,4
178,iann dior,gone girl,6G0FACzGN80Dj2v4ass5rq,81,0.677,0.714,11,-5.637,1,0.0287,0.162,0.0,0.0717,0.355,94.956,136568,4
179,Kehlani,Nights Like This (feat. Ty Dolla $ign),6ZRuF2n1CQxyxxAAWsKJOy,82,0.61,0.725,8,-5.131,1,0.15,0.367,0.0,0.154,0.291,146.163,201788,4
180,Ashnikko,STUPID (feat. Yung Baby Tate),6qNB2ChCVPepl5ZjVJJTUW,83,0.772,0.637,2,-6.881,1,0.114,0.00459,0.0,0.0778,0.54,149.906,167317,4
181,Big Sean,Bezerk (feat. A$AP Ferg & Hit-Boy),2B9wgj9XzbJZLty03PRbVo,81,0.684,0.687,2,-4.673,1,0.2,0.0164,0.0,0.253,0.265,184.026,151067,4
182,Sech,Otro Trago - Remix,4bTZeO72FwMa6wKOiqoynL,91,0.725,0.79,0,-2.331,1,0.197,0.0711,1.14e-06,0.0602,0.763,175.988,287773,4
183,NLE Choppa,Shotta Flow,4dAMdQ6g4kGmnc1MDHsg77,79,0.888,0.43,9,-6.728,1,0.588,0.0786,1.58e-06,0.132,0.45,120.088,160013,4
184,Luke Combs,Even Though I'm Leaving,3sVLgsSTHRu483w6QciloO,79,0.547,0.743,2,-6.064,1,0.0323,0.235,0.0,0.231,0.647,77.9,225253,4
185,Lauv,i'm so tired...,7COXchtUOMd6uIT6HvmRaI,86,0.599,0.733,11,-7.058,1,0.203,0.176,0.0,0.242,0.534,102.211,162583,4
186,Blake Shelton,God's Country,1dyxS3YzBbL0t8rEVwVQ1K,79,0.538,0.752,10,-5.106,1,0.0396,0.0608,5.39e-06,0.118,0.217,139.984,205107,4
187,Luh Kel,Wrong,3EludUFeAoJAwSixWGG5Wg,82,0.745,0.728,0,-3.39,1,0.0423,0.352,0.0,0.228,0.39,120.099,130876,4
188,DJ Snake,Loco Contigo (feat. J. Balvin & Tyga),6osaMSJh9NguagEDQcZaKx,93,0.694,0.758,11,-2.986,1,0.218,0.278,1.34e-06,0.102,0.371,192.091,185195,4
189,Why Don't We,What Am I,1HimGOB6BjOaCQYMIF1xtU,85,0.614,0.647,0,-4.681,0,0.0524,0.0687,0.0,0.104,0.368,163.862,184665,4
190,YK Osiris,Worth It,4XiGKQqbmnMVxDzUj6j3f2,80,0.764,0.528,5,-4.082,0,0.0588,0.468,0.0,0.0811,0.422,123.936,189253,5
191,YG,Go Loko,3SZqA7rQvROJsCbUu2v0xa,82,0.88,0.67,2,-5.188,1,0.0429,0.299,5.08e-06,0.0677,0.142,100.995,299227,4
192,J Balvin,QUE PRETENDES,25ZAibhr3bdlMCLmubZDVt,90,0.639,0.791,10,-4.443,0,0.253,0.0275,0.0,0.362,0.939,92.603,222347,4
193,Marshmello,Here With Me,5icOoE6VgqFKohjWWNp0Ac,86,0.791,0.565,5,-3.933,0,0.0439,0.0623,0.0,0.156,0.181,99.961,156347,4
194,Sam Feldt,Post Malone (feat. RANI),0qc4QlcCxVTGyShurEv1UU,88,0.59,0.642,7,-3.87,1,0.122,0.0771,0.0,0.105,0.651,107.356,174444,4
195,NLE Choppa,Shotta Flow 3,0OsYwz3SCLD98IvWfdLeRQ,78,0.722,0.716,8,-5.258,0,0.377,0.00818,0.0,0.892,0.799,128.0,181238,4
196,MAX,Love Me Less (feat. Quinn XCII),2tOOcDDYkh0PSjr6GwPEAJ,80,0.732,0.856,11,-2.2,0,0.0929,0.0828,0.0,0.323,0.771,145.034,177670,4
197,Polo G,Through Da Storm,3NqCEpT8xsHdzpiRlM1kpS,79,0.71,0.49,1,-9.832,1,0.246,0.128,0.0,0.0942,0.621,74.351,195587,4
198,Post Malone,I Know,6b2mfHMqWCA74XmUuVJm8r,81,0.666,0.603,1,-5.671,1,0.0763,0.497,0.0,0.112,0.262,102.94,141413,4
199,Young Thug,What's the Move (feat. Lil Uzi Vert),3pTScODwk9tggZzmuH6xDY,79,0.961,0.438,7,-7.877,1,0.31,0.0431,0.0,0.139,0.412,124.018,251080,4
200,Dermot Kennedy,Outnumbered,6UjZ2Yx2g2a52XxiA8ONxZ,87,0.614,0.684,0,-5.79,1,0.157,0.247,0.0,0.0976,0.258,156.85,245700,4
201,Trippie Redd,Love Me More,2NSWi83peog6gHerzlMCqU,77,0.638,0.539,10,-5.853,1,0.0504,0.22,0.0,0.241,0.247,83.381,143713,4
202,Roddy Ricch,Big Stepper,5MVdzbNmCVf9cWbkqFakkr,79,0.72,0.644,8,-8.099,0,0.341,0.0388,0.0,0.194,0.611,77.673,178720,4
203,ROSALÍA,"Yo x Ti, Tu x Mi",7BlBVFwvbWvcwNcUarQmjk,92,0.78,0.759,1,-3.292,1,0.225,0.462,0.000868,0.143,0.579,91.952,201040,4
204,Offset,Clout (feat. Cardi B),59ywHNwwchG4nZJMLyxSzd,81,0.919,0.622,1,-7.384,1,0.0997,0.228,4.24e-06,0.122,0.424,140.022,205803,4
205,BTS,Boy With Luv (feat. Halsey),5KawlOMHjWeUjQtnuRs22c,87,0.645,0.862,11,-4.757,0,0.0965,0.0923,0.0,0.192,0.798,119.991,229773,4
206,The Chainsmokers,Who Do You Love,4FAd2rB28SaWaJWmn30Xuy,84,0.51,0.835,3,-4.673,1,0.0447,0.00791,0.0,0.219,0.435,140.024,226747,4
207,Machine Gun Kelly,I Think I'm OKAY (with YUNGBLUD & Travis Barker),2gTdDMpNxIRFSiu7HutMCg,82,0.628,0.744,7,-4.718,1,0.0379,0.0257,0.0,0.313,0.277,119.921,169397,4
208,Tee Grizzley,Satish,4hbcs8vaamKTPevPIJsY7N,78,0.745,0.704,0,-6.962,1,0.233,0.246,0.0,0.314,0.56,98.042,195918,4
209,YoungBoy Never Broke Again,Carter Son,0QVvkAOstRG26pVYN95CeL,78,0.619,0.695,10,-4.005,0,0.206,0.336,0.0,0.0859,0.361,82.155,163931,4
210,iann dior,emotions,5ls62WNKHUUrdF3r1cv83T,80,0.63,0.63,9,-6.211,1,0.0395,0.0131,0.0,0.142,0.163,80.512,131213,4
211,Calboy,Envy Me,7rvyVWja33WG9R97oeJAjx,79,0.74,0.488,1,-7.664,0,0.27,0.234,0.0,0.241,0.584,149.042,120133,4
212,Taylor Swift,Paper Rings,4y5bvROuBDPr5fuwXbIBZR,81,0.811,0.719,9,-6.553,1,0.0497,0.0129,1.36e-05,0.0742,0.865,103.979,222400,4
213,Summer Walker,Stretch You Out (feat. A Boogie wit da Hoodie),4Qxn47gWPSucovKrMyRf1z,79,0.64,0.519,1,-6.757,0,0.188,0.25,0.0,0.0883,0.252,103.359,143493,4
214,Luke Bryan,Knockin' Boots,6ERR6e7h6wCqGoz1TjiUJb,78,0.739,0.682,2,-3.728,1,0.205,0.129,0.0,0.328,0.634,131.983,199382,4
215,Summer Walker,Playing Games,4hWgC5BV5M7EtTleKVXNxw,80,0.759,0.413,11,-7.282,0,0.0494,0.7,0.0,0.14,0.403,115.893,143667,4
216,Joji,Sanctuary,3xaugmCyXrVkrDTXbFkMW3,83,0.552,0.65,1,-7.199,1,0.128,0.422,0.000275,0.372,0.316,167.788,180019,4
217,DaniLeigh,Easy - Remix,4CMrdHWqic0usIZfTrKoI3,80,0.799,0.301,7,-11.361,1,0.185,0.195,0.0,0.0816,0.511,100.026,186587,4
218,Jhay Cortez,No Me Conoce - Remix,7rknFhrVDyxzTJkPSf7LoW,88,0.794,0.79,10,-3.855,0,0.0599,0.144,0.0,0.0893,0.577,91.984,307547,4
219,BROCKHAMPTON,SUGAR,6U0FIYXCQ3TGrk4tFpLrEA,79,0.453,0.538,1,-8.212,1,0.0638,0.449,0.0,0.19,0.516,122.973,204533,4
220,Joyner Lucas,Isis,36TO60sxDduIsO3xH8IcUh,80,0.918,0.837,1,-6.792,1,0.255,0.234,0.0,0.227,0.855,120.017,236000,4
221,H.E.R.,Slide,2rTnVB1bvwxHtaIl4uVu7f,79,0.827,0.469,10,-9.141,0,0.341,0.0807,8.12e-06,0.207,0.196,97.028,238321,4
222,5 Seconds of Summer,Easier,4tNXntkAzQ5A2dfYRYGIIQ,84,0.505,0.428,5,-5.604,1,0.221,0.489,0.0,0.0977,0.618,175.813,157493,4
223,Wale,On Chill (feat. Jeremih),5z51HY4ei5QhTjcvwq5Msw,78,0.597,0.733,1,-6.017,1,0.41,0.134,0.0,0.159,0.639,171.016,214035,4
224,Post Malone,Internet,0KAzP1Rbp0Vz5pw8i1KDDI,80,0.469,0.489,0,-6.071,1,0.0314,0.841,0.0,0.103,0.201,74.013,123387,4
225,DaBaby,POP STAR (feat. Kevin Gates),2TsD9kSbgYx5fSNRsoNURE,77,0.815,0.76,6,-4.632,1,0.331,0.0242,0.0,0.203,0.729,81.537,183145,4
226,Summer Walker,I'll Kill You (feat. Jhené Aiko),7EkiMl81fUHVwpItgtzI4r,78,0.679,0.443,10,-8.528,0,0.153,0.427,0.0,0.106,0.363,104.049,179973,4
227,Jorja Smith,Be Honest (feat. Burna Boy),5pAbCxt9e3f81lOmjIXwzd,87,0.757,0.737,4,-6.728,0,0.114,0.311,0.0,0.113,0.635,98.057,207031,4
228,Thomas Rhett,Look What God Gave Her,2KqJC0koTBUyDlsMt5ok1V,77,0.739,0.85,2,-3.966,1,0.0308,0.0272,0.0,0.181,0.883,113.0,168960,4
229,Frank Ocean,In My Room,4S4Mfvv03M1cHgIOJcbUCL,77,0.861,0.647,7,-7.425,1,0.0675,0.594,0.661,0.114,0.67,158.037,133680,4
230,Lil Nas X,Old Town Road,0F7FA14euOIX8KcbEturGH,87,0.907,0.53,1,-6.112,1,0.127,0.0578,2.23e-06,0.101,0.507,135.998,113000,4
231,Lil Tjay,Hold On,5qDsijQM75KTdv3RtSPx91,77,0.691,0.602,9,-6.807,0,0.209,0.123,0.0,0.0637,0.685,151.987,189480,4
232,OneRepublic,Rescue Me,0mjAU3yKR1QnXnHtjGJqTM,88,0.759,0.605,7,-7.737,1,0.0433,0.156,0.0,0.694,0.64,121.049,158900,4
233,Billie Eilish,my strange addiction,3Tc57t9l2O8FwQZtQOvPXK,82,0.939,0.305,8,-10.952,0,0.354,0.35,0.000169,0.105,0.563,100.029,179889,4
234,YoungBoy Never Broke Again,Lonely Child,6xqZi5JTTk6XIMLvy7w5JJ,76,0.584,0.688,6,-4.427,0,0.431,0.294,0.0,0.097,0.628,94.971,217659,5
235,Wallows,Are You Bored Yet? (feat. Clairo),57RA3JGafJm5zRtKJiKPIm,79,0.682,0.683,8,-6.444,0,0.0287,0.156,2.32e-05,0.273,0.64,120.023,178000,4
236,Juice WRLD,Feeling,2Jh3UqxnHJMyzMzku4uOtE,78,0.712,0.515,10,-6.004,0,0.0857,0.234,0.0,0.205,0.563,160.0,201920,4
237,The Black Eyed Peas,RITMO (Bad Boys For Life),6cy3ki60hLwimwIje7tALf,92,0.721,0.716,10,-7.037,0,0.0657,0.0334,0.00084,0.237,0.667,104.994,221714,4
238,Bryce Vine,La La Land (feat. YG),4oM9DGUTrRaXJDypxxHztZ,75,0.774,0.473,1,-5.122,0,0.0569,0.221,0.0,0.222,0.416,97.953,177253,4
239,Major Lazer,Que Calor (feat. J Balvin & El Alfa),1RKZvaLj3UPhGjZkaIrFm7,80,0.795,0.885,8,-4.13,1,0.0713,0.0375,0.00638,0.292,0.46,126.037,169998,4
240,Taylor Swift,I Think He Knows,2YWtcWi3a83pdEg3Gif4Pd,80,0.897,0.366,0,-8.029,1,0.0569,0.00889,0.000353,0.0715,0.416,100.003,173387,4
241,Khalid,Talk,0rTV5WefWd1J3OwIheTzxM,83,0.9,0.4,0,-8.443,1,0.124,0.0501,0.0,0.0876,0.338,136.001,197487,4
242,Dreamville,"Down Bad (feat. JID, Bas, J. Cole, EARTHGANG & Young Nudy)",36J0iaPDGbYGsHvYpaYs3k,78,0.761,0.586,0,-5.368,1,0.359,0.0392,0.0,0.0558,0.719,149.804,169147,4
243,YBN Cordae,Broke As Fuck,1faIb3PPSzEifCHUOJ691R,78,0.616,0.669,1,-5.791,1,0.32,0.0298,0.0,0.127,0.275,154.056,196112,4
244,Cardi B,Please Me,0PG9fbaaHFHfre2gUVo7AN,81,0.747,0.57,1,-6.711,1,0.081,0.0642,0.0,0.0832,0.65,133.992,200890,4
245,Andy Grammer,"Don't Give Up On Me - (From ""Five Feet Apart"")",5A3fPy30SN2wuzrahpcxvV,81,0.641,0.537,0,-5.452,0,0.0282,0.0875,9.05e-06,0.115,0.0681,112.864,196188,4
246,Florida Georgia Line,Talk You Out Of It,4qQwGRtGT7l6ckQtdPEFd4,76,0.651,0.708,4,-4.791,1,0.0376,0.582,0.0,0.0796,0.558,119.964,202920,4
247,Billie Eilish,listen before i go,0tMSssfxAL2oV8Vri0mFHE,81,0.319,0.0561,0,-23.023,1,0.045,0.935,0.00384,0.388,0.082,79.764,242652,3
248,Taylor Swift,The Archer,3pHkh7d0lzM2AldUtz2x37,81,0.292,0.574,0,-9.375,1,0.0401,0.12,0.00569,0.0663,0.166,124.344,211240,4
249,Florida Georgia Line,Simple,4L9Ds4mpD3SuYoWwFUlv16,78,0.362,0.882,3,-3.717,1,0.0973,0.0791,0.0,0.15,0.864,199.811,185200,4
250,Polo G,Heartless (feat. Mustard),028JxheELfIvvY4zBXuMjw,78,0.776,0.64,7,-8.058,1,0.183,0.15,0.0,0.0983,0.326,160.038,201627,4
251,Lil Tjay,Brothers (feat. Lil Durk) - Remix,2wUwC1gBJIC05JH87v2hgN,76,0.688,0.489,2,-7.627,0,0.173,0.619,0.0,0.153,0.559,85.404,210120,5
252,DaBaby,OFF THE RIP,3e39X4Q74yJzsYUEeyf4ws,76,0.801,0.693,0,-4.002,1,0.323,0.0104,0.0,0.376,0.602,164.084,115610,4
253,Russ,Civil War,5tmu5pAFHkUSl8Fo8ncyA4,81,0.913,0.608,7,-6.764,1,0.259,0.116,0.0,0.109,0.496,101.002,143880,4
254,Billie Eilish,bad guy (with Justin Bieber),3yNZ5r3LKfdmjoS3gkhUCT,86,0.67,0.453,0,-11.265,1,0.295,0.252,0.33,0.117,0.68,135.055,194840,4
255,Rich The Kid,Splashin,3KLo7ByvjCNyBrfz5DZ2mO,78,0.942,0.382,10,-8.099,1,0.564,0.00192,0.0,0.092,0.379,100.017,177864,4
256,Billie Eilish,xanny,4QIo4oxwzzafcBWkKjDpXY,81,0.521,0.125,9,-17.832,1,0.239,0.751,0.00207,0.265,0.0528,111.554,243725,4
257,NF,Time,6MxMqCgqmekcr0VwSU7AVH,79,0.677,0.688,0,-4.058,0,0.0633,0.138,0.0,0.114,0.198,98.049,240429,4
258,Polo G,Finer Things,7oBW80497A8axagr4aC9U6,77,0.506,0.45,2,-12.565,1,0.364,0.0683,0.000225,0.103,0.131,177.978,182387,4
259,Jhené Aiko,Triggered (freestyle),3PAptX72PPmjj1Igms0zjo,77,0.471,0.411,0,-9.5,1,0.295,0.81,0.0,0.135,0.363,89.484,211227,1
260,Taylor Swift,Miss Americana & The Heartbreak Prince,214nt20w5wOxJnY462klLw,80,0.662,0.747,11,-6.926,0,0.0736,0.028,0.00615,0.138,0.487,150.088,234147,4
261,PnB Rock,I Like Girls (feat. Lil Skies),7cWh3ScxjhvasLI0CBRoZk,77,0.702,0.775,1,-3.462,1,0.248,0.324,0.0,0.114,0.784,178.199,151054,4
262,G-Eazy,I Wanna Rock (feat. Gunna),3xB5uHrhe0uaIxNGf3JwZA,79,0.772,0.847,10,-3.789,0,0.0929,0.00718,0.0,0.156,0.704,100.013,163390,4
263,Lil Tjay,One Take,4uu7gKd1PffC7QEMcMk0Ro,78,0.76,0.615,5,-9.36,0,0.33,0.072,0.0,0.0571,0.351,148.014,168653,4
264,Jessie Reyez,Imported (with 6LACK),5zXmmhtXrhDbYnScaYpqZg,78,0.726,0.636,7,-3.615,1,0.0496,0.199,0.0,0.111,0.362,111.097,225040,4
265,Young M.A,BIG,7cyeGclH71MayOuQ7qtLFl,77,0.86,0.507,0,-5.776,0,0.369,0.0408,6.15e-06,0.14,0.15,85.005,225920,4
266,DaBaby,"GOSPEL (feat. Chance The Rapper, Gucci Mane & YK Osiris)",0WoAkdHmgPmEXfiBox1flk,77,0.676,0.664,8,-4.435,1,0.343,0.0387,0.0,0.0475,0.838,161.867,214893,4
267,Marshmello,Project Dreams,6GSkLS2y4ZnnZsuRAj975K,80,0.78,0.828,8,-2.235,1,0.237,0.409,0.0,0.104,0.786,160.113,167898,4
268,YoungBoy Never Broke Again,In Control,5IdAcHb4cwtexqMlOojWhR,75,0.643,0.77,5,-4.524,0,0.228,0.13,0.0,0.247,0.863,170.006,181437,4
269,Camila Cabello,Shameless,3UYiU57SMiAS5LqolhHJw1,84,0.377,0.651,4,-5.437,0,0.0588,0.0197,5.31e-05,0.174,0.0851,129.698,219742,4
270,Lil Uzi Vert,That's a Rack,4pCEIQ6wBVuaJdER5bALtO,77,0.852,0.432,1,-8.04,0,0.501,0.0599,0.0,0.146,0.258,140.042,236571,4
271,Tyga,MAMACITA,51wFQM8W0YfXTmHusXUr5i,81,0.786,0.733,6,-4.961,0,0.127,0.0257,0.0,0.143,0.358,101.046,202653,4
272,Taylor Swift,London Boy,1LLXZFeAHK9R4xUramtUKw,80,0.695,0.71,1,-6.639,1,0.05,0.0246,0.000104,0.133,0.557,157.925,190240,4
273,Daddy Yankee,Dura,2plHKvcvkIIVWsJGKAqJkN,0,0.783,0.84,1,-3.416,1,0.051,0.174,0.0,0.412,0.839,95.001,200480,4
274,Daddy Yankee,Shaky Shaky,2sV9VgfYdqnQMpuFcJRFg3,0,0.899,0.626,6,-4.228,0,0.292,0.076,0.0,0.0631,0.873,88.007,234320,4
275,Taylor Swift,Cornelia Street,12M5uqx0ZuwkpLp5rJim1a,80,0.824,0.624,0,-9.728,1,0.0827,0.781,0.000189,0.1,0.248,102.012,287267,4
276,Xavier Weeks,Team,7EQoRKZQ1Y792aF7B6nPS6,76,0.849,0.397,0,-12.085,1,0.134,0.404,1.74e-06,0.0741,0.0836,99.974,150883,4
277,Gucci Mane,Big Boy Diamonds (feat. Kodak Black & London On Da Track),5FDCDBFDKpf7TLzDx6r2Lp,77,0.883,0.635,0,-6.284,0,0.299,0.0307,0.0,0.114,0.542,129.042,151482,4
278,Chris Brown,Heat (feat. Gunna),1GIYmwtBbPSHrqcSaukZck,78,0.62,0.613,0,-5.83,1,0.0795,0.0607,0.0,0.117,0.483,82.43,232733,4
279,MEDUZA,Lose Control,7CHi4DtfK4heMlQaudCuHK,88,0.598,0.526,10,-8.659,0,0.0415,0.129,0.0,0.14,0.529,123.935,168387,4
280,DJ Scheme,"How You Feel? (Freestyle) (feat. Lil Yachty, Danny Towers & Ski Mask The Slump God)",67cpn8ZBO7QU67jky8Fh47,77,0.949,0.425,5,-7.393,1,0.224,0.0295,0.0,0.106,0.621,124.927,135023,4
281,ILLENIUM,Good Things Fall Apart (with Jon Bellion),6pooRNiLyYpxZeIA5kJ5EX,77,0.643,0.594,2,-5.453,1,0.0318,0.0128,0.0,0.118,0.442,144.033,216668,4
282,Melanie Martinez,Show & Tell,7po7c8LzxTZ0ybU41qT5gD,80,0.535,0.746,4,-5.644,0,0.275,0.304,0.0,0.359,0.648,109.994,215973,4
283,Juice WRLD,Empty,41MCdlvXOl62B7Kv86Bb1v,77,0.745,0.561,0,-4.869,1,0.0807,0.0758,0.0,0.133,0.449,77.557,248431,4
284,NLE Choppa,Forever,3fx31TjnwvwZIyAGHhOhA1,74,0.602,0.726,5,-4.856,0,0.129,0.382,0.0,0.0691,0.554,90.108,202667,4
285,Juice WRLD,Fast,6MjNilJCVKJq0LfFvo5jWJ,78,0.623,0.608,1,-5.937,0,0.0434,0.426,0.0,0.105,0.263,84.98,208518,4
286,Taylor Swift,Death By A Thousand Cuts,2dgFqt3w9xIQRjhPtwNk3D,79,0.712,0.732,4,-6.754,1,0.0629,0.454,0.0,0.319,0.313,94.071,198533,4
287,DaBaby,XXL,4LH1gsNA3wUS6QKkGZoJN8,76,0.914,0.655,6,-5.333,0,0.294,0.00245,0.0,0.0817,0.705,143.975,153863,4
288,Maluma,11 PM,7KbF6AdprOXEEHlsq11Z6d,90,0.777,0.712,10,-4.84,1,0.277,0.217,0.0,0.091,0.68,95.692,175733,4
289,Hozier,Almost (Sweet Music),5Apvsk0suoivI1H8CmBglv,76,0.523,0.687,7,-5.601,1,0.105,0.0215,2.86e-06,0.203,0.711,90.036,217480,4
290,DaBaby,iPHONE (with Nicki Minaj),3GX2hFAekmSduZzcS52OnR,76,0.733,0.574,1,-6.409,0,0.266,0.243,0.0,0.231,0.305,159.987,191920,4
291,Lana Del Rey,Doin' Time,0Oqc0kKFsQ6MhFOLBNZIGX,82,0.649,0.538,7,-11.196,0,0.0519,0.372,0.00632,0.0951,0.496,144.979,202193,4
292,NLE Choppa,CAPO,1KjQPDJQCUuqDj3AmfSBCa,76,0.617,0.953,2,-4.162,1,0.0693,0.119,0.0,0.331,0.594,154.964,192200,4
293,Sam Hunt,Kinfolks,53F1MVa1BWUkTBbVqgVAfN,76,0.565,0.805,0,-4.457,1,0.0489,0.0808,0.0,0.173,0.869,76.04,181933,4
294,Halsey,Nightmare,340UVheS8z3ncW9TTUhAbc,80,0.611,0.622,9,-5.075,0,0.0734,0.0188,0.0,0.359,0.538,146.11,231999,4
295,Lil Baby,Woah,4MsxMuC4eDGYv8pT7snwsn,0,0.889,0.598,11,-5.583,1,0.276,0.0135,0.0,0.154,0.385,142.965,183011,4
296,Kenny Chesney,Tip of My Tongue,40ufL61vEaDaaOitYhnlQ7,76,0.669,0.559,5,-5.003,1,0.0251,0.0805,0.0,0.0703,0.491,95.001,199413,4
297,Kelsea Ballerini,Better Luck Next Time,7vejWqYK7NFsxbxQsAjTrC,77,0.373,0.477,8,-6.391,1,0.0819,0.226,0.0,0.0879,0.531,198.522,172371,4
298,XXXTENTACION,HEARTEATER,17UwOJOXHbggzJfAreIgII,79,0.781,0.518,9,-4.657,0,0.0297,0.0652,0.000656,0.0522,0.61,99.984,136614,4
299,YoungBoy Never Broke Again,Ranada,4XlyD28tQ6qdqNS2BkE1AF,75,0.502,0.671,9,-5.158,0,0.293,0.147,0.0,0.211,0.584,153.864,176483,4
300,Luh Kel,Pull Up,6LkQuRo91zYjI8dm1iOL2C,78,0.803,0.569,1,-6.366,1,0.0705,0.0957,0.0,0.0976,0.26,95.009,123400,4
301,YoungBoy Never Broke Again,Rich As Hell,5A6tFAdihqILHJrWuR6wD4,75,0.874,0.647,1,-5.256,1,0.441,0.0382,0.0,0.215,0.228,154.04,215327,4
302,PUBLIC,Make You Mine,5iFwAOB2TFkPJk8sMlxP8g,79,0.606,0.799,9,-4.452,1,0.0261,0.0128,0.0,0.15,0.638,103.014,232907,4
